sz.év.;Kategória;nem;1.nap összidõ;2.nap összidõ;3.nap összidõ;4.nap összidõ;eredmény;Megtett táv (km);befejezte;eredmény(perc);átlagos tempó (perc/km);sebesség kategória
1977.0;F3;F;0 days 03:08:51;0 days 03:30:32;0 days 02:53:54;0 days 03:28:51;0 days 13:02:08;196.0;True;782.0;3.989795918367347;gyors
1988.0;F1;F;0 days 03:13:57;0 days 03:40:22;0 days 02:48:22;0 days 03:24:07;0 days 13:06:48;196.0;True;786.0;4.010204081632653;gyors
1982.0;F2;F;0 days 03:23:21;0 days 03:53:42;0 days 03:04:38;0 days 03:43:54;0 days 14:05:35;196.0;True;845.0;4.311224489795919;gyors
1986.0;F1;F;0 days 03:31:41;0 days 03:59:24;0 days 03:05:44;0 days 03:45:58;0 days 14:22:47;196.0;True;862.0;4.3979591836734695;gyors
1978.0;F3;F;0 days 03:31:31;0 days 04:00:30;0 days 03:17:03;0 days 03:53:35;0 days 14:42:39;196.0;True;882.0;4.5;gyors
1980.0;F2;F;0 days 03:35:10;0 days 03:54:58;0 days 03:11:55;0 days 04:05:37;0 days 14:47:40;196.0;True;887.0;4.525510204081633;gyors
1976.0;F3;F;0 days 03:44:16;0 days 04:09:17;0 days 03:19:03;0 days 04:00:19;0 days 15:12:55;196.0;True;912.0;4.653061224489796;gyors
1980.0;F2;F;0 days 03:38:15;0 days 04:07:52;0 days 03:10:26;0 days 04:26:53;0 days 15:23:26;196.0;True;923.0;4.709183673469388;gyors
1975.0;F3;F;0 days 03:44:35;0 days 04:16:41;0 days 03:27:58;0 days 04:10:16;0 days 15:39:30;196.0;True;939.0;4.790816326530612;gyors
1966.0;F4;F;0 days 03:57:14;0 days 04:19:48;0 days 03:24:39;0 days 04:12:55;0 days 15:54:36;196.0;True;954.0;4.86734693877551;gyors
1980.0;N2;N;0 days 03:53:25;0 days 04:22:17;0 days 03:29:33;0 days 04:14:00;0 days 15:59:15;196.0;True;959.0;4.892857142857143;gyors
1972.0;F3;F;0 days 03:43:49;0 days 04:21:45;0 days 03:32:37;0 days 04:23:49;0 days 16:02:00;196.0;True;962.0;4.908163265306122;gyors
1977.0;F3;F;0 days 03:58:30;0 days 04:28:06;0 days 03:28:36;0 days 04:12:57;0 days 16:08:09;196.0;True;968.0;4.938775510204081;gyors
1974.0;F3;F;0 days 03:49:30;0 days 04:41:24;0 days 03:35:17;0 days 04:12:13;0 days 16:18:24;196.0;True;978.0;4.989795918367347;gyors
1981.0;F2;F;0 days 03:58:36;0 days 04:25:40;0 days 03:35:06;0 days 04:20:06;0 days 16:19:28;196.0;True;979.0;4.994897959183674;gyors
1964.0;F4;F;0 days 04:03:21;0 days 04:26:38;0 days 03:26:26;0 days 04:25:00;0 days 16:21:25;196.0;True;981.0;5.005102040816326;gyors
1976.0;F3;F;0 days 03:59:25;0 days 04:31:01;0 days 03:34:02;0 days 04:22:41;0 days 16:27:09;196.0;True;987.0;5.035714285714286;gyors
1984.0;F2;F;0 days 03:59:10;0 days 04:37:30;0 days 03:29:53;0 days 04:20:44;0 days 16:27:17;196.0;True;987.0;5.035714285714286;gyors
1978.0;F3;F;0 days 03:56:26;0 days 04:27:01;0 days 03:41:36;0 days 04:28:57;0 days 16:34:00;196.0;True;994.0;5.071428571428571;gyors
1976.0;N2;N;0 days 03:58:42;0 days 04:32:07;0 days 03:40:07;0 days 04:24:01;0 days 16:34:57;196.0;True;994.0;5.071428571428571;gyors
1981.0;F2;F;0 days 04:01:33;0 days 04:35:25;0 days 03:39:09;0 days 04:21:03;0 days 16:37:10;196.0;True;997.0;5.086734693877551;gyors
1977.0;F3;F;0 days 03:55:09;0 days 04:39:34;0 days 03:34:47;0 days 04:27:48;0 days 16:37:18;196.0;True;997.0;5.086734693877551;gyors
1981.0;F2;F;0 days 03:55:42;0 days 04:27:51;0 days 03:46:53;0 days 04:35:31;0 days 16:45:57;196.0;True;1005.0;5.127551020408164;gyors
1964.0;F4;F;0 days 03:58:40;0 days 04:34:50;0 days 03:42:25;0 days 04:32:23;0 days 16:48:18;196.0;True;1008.0;5.142857142857143;gyors
1991.0;N1;N;0 days 04:15:26;0 days 04:31:30;0 days 03:38:15;0 days 04:23:33;0 days 16:48:44;196.0;True;1008.0;5.142857142857143;gyors
1978.0;F3;F;0 days 04:11:08;0 days 04:42:24;0 days 03:37:54;0 days 04:19:52;0 days 16:51:18;196.0;True;1011.0;5.158163265306122;gyors
1990.0;F1;F;0 days 04:11:06;0 days 04:42:19;0 days 03:38:00;0 days 04:19:56;0 days 16:51:21;196.0;True;1011.0;5.158163265306122;gyors
1982.0;F2;F;0 days 04:13:01;0 days 04:48:16;0 days 03:39:53;0 days 04:10:29;0 days 16:51:39;196.0;True;1011.0;5.158163265306122;gyors
1988.0;N1;N;0 days 04:03:39;0 days 04:34:47;0 days 03:49:44;0 days 04:29:07;0 days 16:57:17;196.0;True;1017.0;5.188775510204081;gyors
1973.0;F3;F;0 days 03:57:34;0 days 04:45:05;0 days 03:44:14;0 days 04:36:46;0 days 17:03:39;196.0;True;1023.0;5.219387755102041;gyors
1980.0;F3;F;0 days 04:08:41;0 days 04:35:53;0 days 03:43:59;0 days 04:38:30;0 days 17:07:03;196.0;True;1027.0;5.239795918367347;gyors
1977.0;F3;F;0 days 04:18:24;0 days 04:40:38;0 days 03:43:16;0 days 04:27:05;0 days 17:09:23;196.0;True;1029.0;5.25;gyors
1976.0;F3;F;0 days 04:15:14;0 days 04:41:36;0 days 03:47:11;0 days 04:28:27;0 days 17:12:28;196.0;True;1032.0;5.26530612244898;gyors
1979.0;F3;F;0 days 04:16:06;0 days 04:56:19;0 days 03:38:43;0 days 04:24:30;0 days 17:15:38;196.0;True;1035.0;5.280612244897959;gyors
1975.0;F3;F;0 days 04:07:38;0 days 04:39:40;0 days 03:50:29;0 days 04:41:36;0 days 17:19:23;196.0;True;1039.0;5.301020408163265;gyors
1980.0;F2;F;0 days 03:58:45;0 days 04:44:43;0 days 03:42:13;0 days 04:55:54;0 days 17:21:35;196.0;True;1041.0;5.311224489795919;gyors
1970.0;F3;F;0 days 04:18:12;0 days 04:47:45;0 days 03:46:34;0 days 04:32:14;0 days 17:24:45;196.0;True;1044.0;5.326530612244898;gyors
1995.0;F1;F;0 days 04:22:46;0 days 04:39:46;0 days 03:49:30;0 days 04:36:19;0 days 17:28:21;196.0;True;1048.0;5.346938775510204;gyors
1960.0;F4;F;0 days 04:11:30;0 days 04:47:32;0 days 03:52:26;0 days 04:38:42;0 days 17:30:10;196.0;True;1050.0;5.357142857142857;gyors
1978.0;F3;F;0 days 04:48:09;0 days 04:47:41;0 days 03:42:38;0 days 04:13:23;0 days 17:31:51;196.0;True;1051.0;5.362244897959184;gyors
1970.0;F3;F;0 days 04:07:20;0 days 04:45:21;0 days 03:56:45;0 days 04:47:12;0 days 17:36:38;196.0;True;1056.0;5.387755102040816;gyors
1974.0;N2;N;0 days 04:07:20;0 days 04:45:22;0 days 03:56:48;0 days 04:47:13;0 days 17:36:43;196.0;True;1056.0;5.387755102040816;gyors
1973.0;F3;F;0 days 04:13:56;0 days 04:59:29;0 days 03:47:40;0 days 04:42:30;0 days 17:43:35;196.0;True;1063.0;5.423469387755102;gyors
1989.0;F1;F;0 days 04:21:02;0 days 04:52:46;0 days 03:54:45;0 days 04:36:05;0 days 17:44:38;196.0;True;1064.0;5.428571428571429;gyors
1982.0;F2;F;0 days 03:46:19;0 days 04:26:37;0 days 04:06:18;0 days 05:27:09;0 days 17:46:23;196.0;True;1066.0;5.438775510204081;gyors
1979.0;F3;F;0 days 04:20:13;0 days 04:53:59;0 days 03:59:18;0 days 04:39:19;0 days 17:52:49;196.0;True;1072.0;5.469387755102041;gyors
1971.0;F3;F;0 days 03:53:41;0 days 04:57:49;0 days 04:06:46;0 days 04:54:59;0 days 17:53:15;196.0;True;1073.0;5.474489795918367;gyors
1967.0;F4;F;0 days 04:24:19;0 days 04:52:07;0 days 03:58:45;0 days 04:40:27;0 days 17:55:38;196.0;True;1075.0;5.48469387755102;gyors
1974.0;F3;F;0 days 04:02:20;0 days 04:53:42;0 days 04:04:03;0 days 04:55:52;0 days 17:55:57;196.0;True;1075.0;5.48469387755102;gyors
1962.0;F4;F;0 days 04:15:52;0 days 04:47:20;0 days 03:55:36;0 days 04:58:18;0 days 17:57:06;196.0;True;1077.0;5.494897959183674;gyors
1959.0;F5;F;0 days 04:11:02;0 days 04:56:43;0 days 04:00:49;0 days 04:50:55;0 days 17:59:29;196.0;True;1079.0;5.505102040816326;közepesen gyors
1970.0;N2;N;0 days 04:26:22;0 days 04:56:32;0 days 03:57:22;0 days 04:41:51;0 days 18:02:07;196.0;True;1082.0;5.520408163265306;közepesen gyors
1970.0;N2;N;0 days 04:21:19;0 days 04:47:18;0 days 03:58:54;0 days 04:55:59;0 days 18:03:30;196.0;True;1083.0;5.525510204081633;közepesen gyors
1985.0;F1;F;0 days 04:32:48;0 days 04:57:09;0 days 03:58:30;0 days 04:38:39;0 days 18:07:06;196.0;True;1087.0;5.545918367346939;közepesen gyors
1981.0;F2;F;0 days 04:17:55;0 days 04:54:08;0 days 03:55:17;0 days 05:02:40;0 days 18:10:00;196.0;True;1090.0;5.561224489795919;közepesen gyors
1973.0;F3;F;0 days 04:21:27;0 days 05:07:19;0 days 03:55:04;0 days 04:46:17;0 days 18:10:07;196.0;True;1090.0;5.561224489795919;közepesen gyors
1981.0;F2;F;0 days 04:26:10;0 days 04:58:31;0 days 03:46:59;0 days 04:59:09;0 days 18:10:49;196.0;True;1090.0;5.561224489795919;közepesen gyors
1968.0;F4;F;0 days 04:25:04;0 days 05:01:22;0 days 03:57:49;0 days 04:48:05;0 days 18:12:20;196.0;True;1092.0;5.571428571428571;közepesen gyors
1975.0;F3;F;0 days 04:20:46;0 days 04:51:49;0 days 03:58:43;0 days 05:01:42;0 days 18:13:00;196.0;True;1093.0;5.576530612244898;közepesen gyors
1976.0;F3;F;0 days 04:06:15;0 days 05:02:08;0 days 04:13:37;0 days 04:53:56;0 days 18:15:56;196.0;True;1095.0;5.586734693877551;közepesen gyors
1965.0;F4;F;0 days 04:24:30;0 days 04:52:46;0 days 04:00:07;0 days 05:01:12;0 days 18:18:35;196.0;True;1098.0;5.6020408163265305;közepesen gyors
1957.0;F5;F;0 days 04:20:03;0 days 05:07:56;0 days 04:00:45;0 days 04:49:59;0 days 18:18:43;196.0;True;1098.0;5.6020408163265305;közepesen gyors
1978.0;N2;N;0 days 04:19:50;0 days 04:55:06;0 days 03:59:39;0 days 05:08:12;0 days 18:22:47;196.0;True;1102.0;5.622448979591836;közepesen gyors
1977.0;F3;F;0 days 04:43:45;0 days 05:03:20;0 days 03:57:16;0 days 04:41:47;0 days 18:26:08;196.0;True;1106.0;5.642857142857143;közepesen gyors
1979.0;N2;N;0 days 04:27:27;0 days 05:07:10;0 days 03:57:25;0 days 04:54:32;0 days 18:26:34;196.0;True;1106.0;5.642857142857143;közepesen gyors
1977.0;F3;F;0 days 04:33:05;0 days 04:57:52;0 days 04:01:25;0 days 04:59:13;0 days 18:31:35;196.0;True;1111.0;5.668367346938775;közepesen gyors
1968.0;F4;F;0 days 04:31:07;0 days 05:15:26;0 days 04:03:22;0 days 04:45:11;0 days 18:35:06;196.0;True;1115.0;5.688775510204081;közepesen gyors
1970.0;F3;F;0 days 04:07:58;0 days 05:08:34;0 days 04:09:44;0 days 05:12:22;0 days 18:38:38;196.0;True;1118.0;5.704081632653061;közepesen gyors
1987.0;F1;F;0 days 04:41:37;0 days 05:16:34;0 days 03:58:14;0 days 04:44:00;0 days 18:40:25;196.0;True;1120.0;5.714285714285714;közepesen gyors
1979.0;N2;N;0 days 04:29:42;0 days 05:09:37;0 days 04:04:57;0 days 04:57:23;0 days 18:41:39;196.0;True;1121.0;5.719387755102041;közepesen gyors
1963.0;F4;F;0 days 04:41:01;0 days 05:12:54;0 days 04:00:41;0 days 04:50:32;0 days 18:45:08;196.0;True;1125.0;5.739795918367347;közepesen gyors
1974.0;F3;F;0 days 04:37:37;0 days 05:11:10;0 days 04:08:11;0 days 04:52:59;0 days 18:49:57;196.0;True;1129.0;5.760204081632653;közepesen gyors
1990.0;N1;N;0 days 04:30:32;0 days 05:09:24;0 days 04:05:40;0 days 05:04:39;0 days 18:50:15;196.0;True;1130.0;5.76530612244898;közepesen gyors
1973.0;F3;F;0 days 04:31:05;0 days 05:00:48;0 days 04:07:14;0 days 05:13:13;0 days 18:52:20;196.0;True;1132.0;5.775510204081633;közepesen gyors
1965.0;F4;F;0 days 04:41:27;0 days 05:11:03;0 days 04:08:00;0 days 04:52:46;0 days 18:53:16;196.0;True;1133.0;5.780612244897959;közepesen gyors
1978.0;F3;F;0 days 04:33:45;0 days 05:10:38;0 days 04:18:08;0 days 04:51:06;0 days 18:53:37;196.0;True;1133.0;5.780612244897959;közepesen gyors
1983.0;N2;N;0 days 04:30:58;0 days 05:16:23;0 days 04:10:40;0 days 04:55:58;0 days 18:53:59;196.0;True;1133.0;5.780612244897959;közepesen gyors
1999.0;F1;F;0 days 03:57:52;0 days 04:45:41;0 days 04:32:44;0 days 05:40:25;0 days 18:56:42;196.0;True;1136.0;5.795918367346939;közepesen gyors
1983.0;F2;F;0 days 04:40:21;0 days 05:11:25;0 days 04:08:15;0 days 04:58:19;0 days 18:58:20;196.0;True;1138.0;5.8061224489795915;közepesen gyors
1977.0;F3;F;0 days 04:54:56;0 days 05:08:42;0 days 04:02:41;0 days 04:56:19;0 days 19:02:38;196.0;True;1142.0;5.826530612244898;közepesen gyors
1963.0;F4;F;0 days 04:34:11;0 days 05:20:55;0 days 04:05:18;0 days 05:03:27;0 days 19:03:51;196.0;True;1143.0;5.831632653061225;közepesen gyors
1971.0;F3;F;0 days 04:39:49;0 days 05:02:07;0 days 04:14:04;0 days 05:09:22;0 days 19:05:22;196.0;True;1145.0;5.841836734693878;közepesen gyors
1971.0;F3;F;0 days 04:34:20;0 days 05:21:13;0 days 04:15:36;0 days 05:00:21;0 days 19:11:30;196.0;True;1151.0;5.872448979591836;közepesen gyors
1992.0;F1;F;0 days 04:04:19;0 days 05:01:29;0 days 04:21:03;0 days 05:45:31;0 days 19:12:22;196.0;True;1152.0;5.877551020408164;közepesen gyors
1966.0;F4;F;0 days 04:29:40;0 days 05:17:24;0 days 04:19:33;0 days 05:06:25;0 days 19:13:02;196.0;True;1153.0;5.88265306122449;közepesen gyors
1990.0;F1;F;0 days 04:39:06;0 days 05:08:59;0 days 04:22:17;0 days 05:04:09;0 days 19:14:31;196.0;True;1154.0;5.887755102040816;közepesen gyors
1990.0;N1;N;0 days 04:39:07;0 days 05:09:06;0 days 04:22:22;0 days 05:04:13;0 days 19:14:48;196.0;True;1154.0;5.887755102040816;közepesen gyors
1979.0;N2;N;0 days 04:34:34;0 days 05:13:55;0 days 04:16:24;0 days 05:10:13;0 days 19:15:06;196.0;True;1155.0;5.892857142857143;közepesen gyors
1980.0;F2;F;0 days 04:35:37;0 days 05:15:36;0 days 04:14:08;0 days 05:10:47;0 days 19:16:08;196.0;True;1156.0;5.8979591836734695;közepesen gyors
1963.0;F4;F;0 days 04:45:27;0 days 05:21:33;0 days 04:08:08;0 days 05:01:43;0 days 19:16:51;196.0;True;1156.0;5.8979591836734695;közepesen gyors
1963.0;F4;F;0 days 04:34:36;0 days 05:19:55;0 days 04:18:45;0 days 05:04:46;0 days 19:18:02;196.0;True;1158.0;5.908163265306122;közepesen gyors
1979.0;F3;F;0 days 04:23:45;0 days 04:59:00;0 days 04:26:57;0 days 05:35:40;0 days 19:25:22;196.0;True;1165.0;5.9438775510204085;közepesen gyors
1977.0;F3;F;0 days 04:45:37;0 days 05:10:14;0 days 04:15:01;0 days 05:14:57;0 days 19:25:49;196.0;True;1165.0;5.9438775510204085;közepesen gyors
1966.0;F4;F;0 days 04:43:10;0 days 05:27:31;0 days 04:10:43;0 days 05:09:36;0 days 19:31:00;196.0;True;1171.0;5.974489795918367;közepesen gyors
1979.0;F3;F;0 days 04:31:18;0 days 05:17:40;0 days 04:19:53;0 days 05:23:39;0 days 19:32:30;196.0;True;1172.0;5.979591836734694;közepesen gyors
1984.0;F2;F;0 days 04:38:38;0 days 05:12:48;0 days 04:13:08;0 days 05:28:58;0 days 19:33:32;196.0;True;1173.0;5.98469387755102;közepesen gyors
1962.0;F4;F;0 days 04:48:05;0 days 05:29:17;0 days 04:12:00;0 days 05:06:34;0 days 19:35:56;196.0;True;1175.0;5.994897959183674;közepesen gyors
1982.0;N2;N;0 days 04:39:50;0 days 05:13:59;0 days 04:22:22;0 days 05:21:54;0 days 19:38:05;196.0;True;1178.0;6.010204081632653;közepesen gyors
1976.0;F3;F;0 days 04:32:49;0 days 05:27:14;0 days 04:23:34;0 days 05:14:47;0 days 19:38:24;196.0;True;1178.0;6.010204081632653;közepesen gyors
1975.0;F3;F;0 days 04:19:43;0 days 05:32:16;0 days 04:14:48;0 days 05:32:11;0 days 19:38:58;196.0;True;1178.0;6.010204081632653;közepesen gyors
1973.0;F3;F;0 days 04:35:54;0 days 05:37:47;0 days 04:19:37;0 days 05:06:33;0 days 19:39:51;196.0;True;1179.0;6.01530612244898;közepesen gyors
1967.0;F4;F;0 days 04:27:06;0 days 05:15:53;0 days 04:21:16;0 days 05:36:22;0 days 19:40:37;196.0;True;1180.0;6.020408163265306;közepes
1970.0;F3;F;0 days 04:39:57;0 days 05:30:41;0 days 04:20:22;0 days 05:09:53;0 days 19:40:53;196.0;True;1180.0;6.020408163265306;közepes
1963.0;N3;N;0 days 04:37:41;0 days 05:23:21;0 days 04:18:21;0 days 05:22:24;0 days 19:41:47;196.0;True;1181.0;6.025510204081633;közepes
1967.0;F4;F;0 days 04:37:41;0 days 05:23:21;0 days 04:18:20;0 days 05:22:32;0 days 19:41:54;196.0;True;1181.0;6.025510204081633;közepes
1984.0;F2;F;0 days 04:43:41;0 days 05:25:48;0 days 04:22:20;0 days 05:12:08;0 days 19:43:57;196.0;True;1183.0;6.035714285714286;közepes
1967.0;F4;F;0 days 04:37:56;0 days 05:34:45;0 days 04:18:13;0 days 05:14:31;0 days 19:45:25;196.0;True;1185.0;6.045918367346939;közepes
1977.0;F3;F;0 days 04:34:24;0 days 05:18:43;0 days 04:24:58;0 days 05:27:30;0 days 19:45:35;196.0;True;1185.0;6.045918367346939;közepes
1981.0;F2;F;0 days 04:29:15;0 days 05:18:46;0 days 04:27:16;0 days 05:32:50;0 days 19:48:07;196.0;True;1188.0;6.061224489795919;közepes
1976.0;F3;F;0 days 04:46:38;0 days 05:37:04;0 days 04:15:15;0 days 05:11:26;0 days 19:50:23;196.0;True;1190.0;6.071428571428571;közepes
1977.0;F3;F;0 days 04:50:09;0 days 05:25:18;0 days 04:24:04;0 days 05:12:31;0 days 19:52:02;196.0;True;1192.0;6.081632653061225;közepes
1954.0;F5;F;0 days 04:39:51;0 days 05:27:35;0 days 04:18:05;0 days 05:27:48;0 days 19:53:19;196.0;True;1193.0;6.086734693877551;közepes
1973.0;F3;F;0 days 04:47:49;0 days 05:24:22;0 days 04:27:59;0 days 05:16:36;0 days 19:56:46;196.0;True;1196.0;6.1020408163265305;közepes
1972.0;N2;N;0 days 04:46:08;0 days 05:20:51;0 days 04:30:17;0 days 05:21:14;0 days 19:58:30;196.0;True;1198.0;6.112244897959184;közepes
1983.0;F2;F;0 days 04:30:09;0 days 05:37:55;0 days 04:26:10;0 days 05:25:40;0 days 19:59:54;196.0;True;1199.0;6.11734693877551;közepes
1952.0;F5;F;0 days 04:51:22;0 days 05:30:34;0 days 04:22:30;0 days 05:15:34;0 days 20:00:00;196.0;True;1200.0;6.122448979591836;közepes
1974.0;F3;F;0 days 04:53:37;0 days 05:30:43;0 days 04:17:17;0 days 05:18:24;0 days 20:00:01;196.0;True;1200.0;6.122448979591836;közepes
1981.0;F2;F;0 days 04:36:24;0 days 05:17:35;0 days 04:36:17;0 days 05:33:35;0 days 20:03:51;196.0;True;1203.0;6.137755102040816;közepes
1970.0;F3;F;0 days 04:37:32;0 days 05:25:44;0 days 04:31:54;0 days 05:28:49;0 days 20:03:59;196.0;True;1203.0;6.137755102040816;közepes
1976.0;F3;F;0 days 04:35:13;0 days 05:10:44;0 days 04:30:37;0 days 05:48:12;0 days 20:04:46;196.0;True;1204.0;6.142857142857143;közepes
1975.0;N2;N;0 days 04:44:11;0 days 05:27:11;0 days 04:25:22;0 days 05:31:04;0 days 20:07:48;196.0;True;1207.0;6.158163265306122;közepes
1965.0;F4;F;0 days 05:05:36;0 days 05:42:09;0 days 04:08:23;0 days 05:14:41;0 days 20:10:49;196.0;True;1210.0;6.173469387755102;közepes
1970.0;F3;F;0 days 04:57:43;0 days 05:44:31;0 days 04:26:35;0 days 05:05:21;0 days 20:14:10;196.0;True;1214.0;6.1938775510204085;közepes
1970.0;F3;F;0 days 05:07:07;0 days 05:31:31;0 days 04:19:29;0 days 05:16:42;0 days 20:14:49;196.0;True;1214.0;6.1938775510204085;közepes
1987.0;N1;N;0 days 04:47:22;0 days 05:30:09;0 days 04:28:26;0 days 05:30:48;0 days 20:16:45;196.0;True;1216.0;6.204081632653061;közepes
1978.0;F3;F;0 days 04:28:57;0 days 05:19:12;0 days 04:37:42;0 days 05:52:00;0 days 20:17:51;196.0;True;1217.0;6.209183673469388;közepes
1992.0;F1;F;0 days 04:48:27;0 days 05:27:53;0 days 04:20:11;0 days 05:41:48;0 days 20:18:19;196.0;True;1218.0;6.214285714285714;közepes
1978.0;F3;F;0 days 05:06:59;0 days 05:36:13;0 days 04:34:34;0 days 05:01:16;0 days 20:19:02;196.0;True;1219.0;6.219387755102041;közepes
1974.0;F3;F;0 days 04:54:46;0 days 05:33:09;0 days 04:32:56;0 days 05:25:19;0 days 20:26:10;196.0;True;1226.0;6.255102040816326;közepes
1964.0;F4;F;0 days 04:53:55;0 days 05:32:25;0 days 04:36:34;0 days 05:25:29;0 days 20:28:23;196.0;True;1228.0;6.26530612244898;közepes
1971.0;F3;F;0 days 05:03:44;0 days 05:51:41;0 days 04:34:01;0 days 04:58:57;0 days 20:28:23;196.0;True;1228.0;6.26530612244898;közepes
1967.0;F4;F;0 days 04:53:55;0 days 05:32:31;0 days 04:36:38;0 days 05:25:38;0 days 20:28:42;196.0;True;1228.0;6.26530612244898;közepes
1968.0;N3;N;0 days 05:02:26;0 days 05:33:35;0 days 04:33:31;0 days 05:20:26;0 days 20:29:58;196.0;True;1229.0;6.270408163265306;közepes
1960.0;F4;F;0 days 04:51:43;0 days 05:38:41;0 days 04:29:06;0 days 05:33:14;0 days 20:32:44;196.0;True;1232.0;6.285714285714286;közepes
1984.0;F2;F;0 days 04:53:48;0 days 05:37:09;0 days 04:43:29;0 days 05:19:41;0 days 20:34:07;196.0;True;1234.0;6.295918367346939;közepes
1972.0;F3;F;0 days 04:55:54;0 days 05:43:47;0 days 04:29:01;0 days 05:25:38;0 days 20:34:20;196.0;True;1234.0;6.295918367346939;közepes
1957.0;F5;F;0 days 04:47:17;0 days 05:31:44;0 days 04:36:06;0 days 05:39:35;0 days 20:34:42;196.0;True;1234.0;6.295918367346939;közepes
1976.0;N2;N;0 days 04:54:53;0 days 05:29:35;0 days 04:35:45;0 days 05:34:53;0 days 20:35:06;196.0;True;1235.0;6.301020408163265;közepes
1968.0;N3;N;0 days 04:54:50;0 days 05:29:51;0 days 04:35:33;0 days 05:34:55;0 days 20:35:09;196.0;True;1235.0;6.301020408163265;közepes
1974.0;N2;N;0 days 04:52:44;0 days 05:41:52;0 days 04:31:47;0 days 05:33:58;0 days 20:40:21;196.0;True;1240.0;6.326530612244898;közepes
1984.0;F2;F;0 days 04:41:16;0 days 05:31:07;0 days 04:44:23;0 days 05:45:44;0 days 20:42:30;196.0;True;1242.0;6.336734693877551;közepes
1972.0;F3;F;0 days 04:48:10;0 days 05:32:39;0 days 04:39:24;0 days 05:44:03;0 days 20:44:16;196.0;True;1244.0;6.346938775510204;közepes
1979.0;F3;F;0 days 04:40:19;0 days 05:53:13;0 days 04:42:43;0 days 05:33:11;0 days 20:49:26;196.0;True;1249.0;6.372448979591836;közepes
1966.0;F4;F;0 days 04:51:03;0 days 05:39:11;0 days 04:26:23;0 days 05:53:15;0 days 20:49:52;196.0;True;1249.0;6.372448979591836;közepes
1967.0;F4;F;0 days 05:06:58;0 days 05:44:54;0 days 04:31:17;0 days 05:27:30;0 days 20:50:39;196.0;True;1250.0;6.377551020408164;közepes
1979.0;F3;F;0 days 04:37:17;0 days 05:31:07;0 days 04:55:23;0 days 05:49:54;0 days 20:53:41;196.0;True;1253.0;6.392857142857143;közepes
1970.0;F3;F;0 days 05:14:49;0 days 05:45:29;0 days 04:28:04;0 days 05:25:26;0 days 20:53:48;196.0;True;1253.0;6.392857142857143;közepes
1971.0;F3;F;0 days 05:30:57;0 days 05:31:28;0 days 04:24:21;0 days 05:30:33;0 days 20:57:19;196.0;True;1257.0;6.413265306122449;közepes
1971.0;F3;F;0 days 04:55:20;0 days 05:42:55;0 days 04:33:25;0 days 05:46:08;0 days 20:57:48;196.0;True;1257.0;6.413265306122449;közepes
1971.0;N2;N;0 days 04:58:56;0 days 05:34:10;0 days 04:40:07;0 days 05:45:15;0 days 20:58:28;196.0;True;1258.0;6.418367346938775;közepes
1969.0;F4;F;0 days 05:13:41;0 days 05:49:36;0 days 04:41:47;0 days 05:15:57;0 days 21:01:01;196.0;True;1261.0;6.433673469387755;közepes
1983.0;F2;F;0 days 05:03:09;0 days 05:39:45;0 days 04:33:52;0 days 05:48:16;0 days 21:05:02;196.0;True;1265.0;6.454081632653061;közepes
1971.0;N2;N;0 days 04:58:33;0 days 05:37:10;0 days 04:41:49;0 days 05:49:59;0 days 21:07:31;196.0;True;1267.0;6.464285714285714;közepes
1969.0;N3;N;0 days 05:42:47;0 days 05:33:43;0 days 04:23:35;0 days 05:28:51;0 days 21:08:56;196.0;True;1268.0;6.469387755102041;közepes
1963.0;F4;F;0 days 04:45:38;0 days 06:02:43;0 days 04:38:46;0 days 05:42:47;0 days 21:09:54;196.0;True;1269.0;6.474489795918367;közepes
1962.0;F4;F;0 days 04:57:22;0 days 05:46:52;0 days 04:34:29;0 days 05:54:06;0 days 21:12:49;196.0;True;1272.0;6.489795918367347;közepes
1976.0;F3;F;0 days 04:33:36;0 days 05:31:50;0 days 04:47:36;0 days 06:21:45;0 days 21:14:47;196.0;True;1274.0;6.5;közepesen lassú
1978.0;F3;F;0 days 04:58:54;0 days 06:02:20;0 days 04:46:01;0 days 05:29:19;0 days 21:16:34;196.0;True;1276.0;6.510204081632653;közepesen lassú
1979.0;N2;N;0 days 05:07:01;0 days 05:50:03;0 days 04:43:53;0 days 05:36:42;0 days 21:17:39;196.0;True;1277.0;6.51530612244898;közepesen lassú
1970.0;F3;F;0 days 05:09:51;0 days 05:33:57;0 days 05:08:33;0 days 05:27:54;0 days 21:20:15;196.0;True;1280.0;6.530612244897959;közepesen lassú
1972.0;F3;F;0 days 05:08:38;0 days 05:49:31;0 days 04:45:24;0 days 05:41:17;0 days 21:24:50;196.0;True;1284.0;6.551020408163265;közepesen lassú
1987.0;N1;N;0 days 05:10:14;0 days 06:02:27;0 days 04:48:53;0 days 05:25:46;0 days 21:27:20;196.0;True;1287.0;6.566326530612245;közepesen lassú
1980.0;F2;F;0 days 04:58:28;0 days 05:55:13;0 days 04:31:16;0 days 06:04:52;0 days 21:29:49;196.0;True;1289.0;6.576530612244898;közepesen lassú
1970.0;N2;N;0 days 05:05:25;0 days 05:49:34;0 days 04:48:00;0 days 05:48:00;0 days 21:30:59;196.0;True;1290.0;6.581632653061225;közepesen lassú
